danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,clusters_id
0.667,0.93,7,-4.585,1,0.0608,0.0108,0.0,0.176,0.893,115.57,audio_features,6ioBgySxoeQKALvAeLEmId,spotify:track:6ioBgySxoeQKALvAeLEmId,https://api.spotify.com/v1/tracks/6ioBgySxoeQKALvAeLEmId,https://api.spotify.com/v1/audio-analysis/6ioBgySxoeQKALvAeLEmId,239093,4,6
0.58,0.156,9,-10.357,0,0.0472,0.892,0.000372,0.0935,0.238,82.867,audio_features,76EvXWwVbdxPKfozQphEjm,spotify:track:76EvXWwVbdxPKfozQphEjm,https://api.spotify.com/v1/tracks/76EvXWwVbdxPKfozQphEjm,https://api.spotify.com/v1/audio-analysis/76EvXWwVbdxPKfozQphEjm,171467,4,7
0.597,0.372,1,-9.248,1,0.175,0.181,0.000104,0.156,0.33,126.079,audio_features,00gmQUXQrCQ6GugyjKcwE4,spotify:track:00gmQUXQrCQ6GugyjKcwE4,https://api.spotify.com/v1/tracks/00gmQUXQrCQ6GugyjKcwE4,https://api.spotify.com/v1/audio-analysis/00gmQUXQrCQ6GugyjKcwE4,177307,4,6
0.187,0.183,1,-19.373,1,0.0413,0.951,0.0093,0.307,0.0742,89.777,audio_features,5BplWWaZrVfk3uYQjGWDIF,spotify:track:5BplWWaZrVfk3uYQjGWDIF,https://api.spotify.com/v1/tracks/5BplWWaZrVfk3uYQjGWDIF,https://api.spotify.com/v1/audio-analysis/5BplWWaZrVfk3uYQjGWDIF,210000,3,5
0.658,0.862,2,-9.963,1,0.0535,0.211,5.44e-05,0.2,0.969,169.532,audio_features,6R6ib5FgDYlG0rPA9c5DVv,spotify:track:6R6ib5FgDYlG0rPA9c5DVv,https://api.spotify.com/v1/tracks/6R6ib5FgDYlG0rPA9c5DVv,https://api.spotify.com/v1/audio-analysis/6R6ib5FgDYlG0rPA9c5DVv,205827,4,6
0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,audio_features,6vVRtEW5T51Zd8qnyrshR1,spotify:track:6vVRtEW5T51Zd8qnyrshR1,https://api.spotify.com/v1/tracks/6vVRtEW5T51Zd8qnyrshR1,https://api.spotify.com/v1/audio-analysis/6vVRtEW5T51Zd8qnyrshR1,414720,4,4
0.419,0.951,0,-2.904,1,0.08,0.0881,0.0,0.208,0.315,131.936,audio_features,7hHkrdsUs0wNnf4vaxidnN,spotify:track:7hHkrdsUs0wNnf4vaxidnN,https://api.spotify.com/v1/tracks/7hHkrdsUs0wNnf4vaxidnN,https://api.spotify.com/v1/audio-analysis/7hHkrdsUs0wNnf4vaxidnN,260187,4,0
0.594,0.629,11,-4.974,0,0.0273,0.363,6.5e-06,0.106,0.505,157.248,audio_features,5vVBzKFSSunxYOILtqkzmB,spotify:track:5vVBzKFSSunxYOILtqkzmB,https://api.spotify.com/v1/tracks/5vVBzKFSSunxYOILtqkzmB,https://api.spotify.com/v1/audio-analysis/5vVBzKFSSunxYOILtqkzmB,266827,4,2
0.586,0.476,0,-6.81,0,0.0504,0.314,0.0,0.106,0.254,109.093,audio_features,5mK6cP0ORhzMAJI1xJUxM3,spotify:track:5mK6cP0ORhzMAJI1xJUxM3,https://api.spotify.com/v1/tracks/5mK6cP0ORhzMAJI1xJUxM3,https://api.spotify.com/v1/audio-analysis/5mK6cP0ORhzMAJI1xJUxM3,202569,4,2
0.928,0.658,11,-10.752,0,0.132,0.0108,0.0997,0.333,0.878,102.002,audio_features,3dsQbL2pPOvCI7Hk1ib9tZ,spotify:track:3dsQbL2pPOvCI7Hk1ib9tZ,https://api.spotify.com/v1/tracks/3dsQbL2pPOvCI7Hk1ib9tZ,https://api.spotify.com/v1/audio-analysis/3dsQbL2pPOvCI7Hk1ib9tZ,249356,4,2
0.825,0.723,2,-8.861,1,0.0982,0.000357,0.793,0.0602,0.961,125.99,audio_features,0ZYbQGkGUgqUN5Sz9ZuaH0,spotify:track:0ZYbQGkGUgqUN5Sz9ZuaH0,https://api.spotify.com/v1/tracks/0ZYbQGkGUgqUN5Sz9ZuaH0,https://api.spotify.com/v1/audio-analysis/0ZYbQGkGUgqUN5Sz9ZuaH0,520902,5,6
0.388,0.738,6,-7.685,1,0.0433,2.08e-05,0.0481,0.529,0.486,172.127,audio_features,4VAPgypxAgT1L5j9NikV0F,spotify:track:4VAPgypxAgT1L5j9NikV0F,https://api.spotify.com/v1/tracks/4VAPgypxAgT1L5j9NikV0F,https://api.spotify.com/v1/audio-analysis/4VAPgypxAgT1L5j9NikV0F,206373,4,0
0.374,0.681,6,-15.106,1,0.0549,0.000784,0.0317,0.112,0.238,112.26,audio_features,5DNSc9Kpq95Hn085T8KkW9,spotify:track:5DNSc9Kpq95Hn085T8KkW9,https://api.spotify.com/v1/tracks/5DNSc9Kpq95Hn085T8KkW9,https://api.spotify.com/v1/audio-analysis/5DNSc9Kpq95Hn085T8KkW9,304587,4,0
0.2,0.725,8,-4.88,0,0.0377,0.0952,0.494,0.135,0.326,69.075,audio_features,3ZuT0Evo8chdVM6rPXXqgd,spotify:track:3ZuT0Evo8chdVM6rPXXqgd,https://api.spotify.com/v1/tracks/3ZuT0Evo8chdVM6rPXXqgd,https://api.spotify.com/v1/audio-analysis/3ZuT0Evo8chdVM6rPXXqgd,349333,4,1
0.507,0.481,4,-8.143,1,0.0269,0.122,0.0231,0.44,0.0737,114.242,audio_features,0ldvEFBbZAbC6CedMsCrri,spotify:track:0ldvEFBbZAbC6CedMsCrri,https://api.spotify.com/v1/tracks/0ldvEFBbZAbC6CedMsCrri,https://api.spotify.com/v1/audio-analysis/0ldvEFBbZAbC6CedMsCrri,290787,4,0
0.679,0.677,7,-4.638,1,0.0776,0.0368,0.0,0.0381,0.612,173.765,audio_features,5k83fOlJ5JRTtyKL0j6QnG,spotify:track:5k83fOlJ5JRTtyKL0j6QnG,https://api.spotify.com/v1/tracks/5k83fOlJ5JRTtyKL0j6QnG,https://api.spotify.com/v1/audio-analysis/5k83fOlJ5JRTtyKL0j6QnG,186627,4,6
0.556,0.235,3,-10.894,1,0.0279,0.91,0.0101,0.175,0.219,96.986,audio_features,62BHtXG7AIkcvN7CVRLvtR,spotify:track:62BHtXG7AIkcvN7CVRLvtR,https://api.spotify.com/v1/tracks/62BHtXG7AIkcvN7CVRLvtR,https://api.spotify.com/v1/audio-analysis/62BHtXG7AIkcvN7CVRLvtR,287693,3,7
0.231,0.0171,2,-27.492,1,0.0404,0.952,0.474,0.0745,0.0594,140.143,audio_features,4MzjzfMhqYthylDKPaBFkt,spotify:track:4MzjzfMhqYthylDKPaBFkt,https://api.spotify.com/v1/tracks/4MzjzfMhqYthylDKPaBFkt,https://api.spotify.com/v1/audio-analysis/4MzjzfMhqYthylDKPaBFkt,429667,4,5
0.535,0.585,7,-8.09,1,0.0304,0.372,0.000317,0.966,0.493,120.225,audio_features,09owTrI1VnYKs5i1CCMnE2,spotify:track:09owTrI1VnYKs5i1CCMnE2,https://api.spotify.com/v1/tracks/09owTrI1VnYKs5i1CCMnE2,https://api.spotify.com/v1/audio-analysis/09owTrI1VnYKs5i1CCMnE2,288200,4,9
0.549,0.644,1,-9.571,1,0.0438,0.28,0.0,0.103,0.961,169.118,audio_features,1byBeNeShuZc1Bqzj4go4z,spotify:track:1byBeNeShuZc1Bqzj4go4z,https://api.spotify.com/v1/tracks/1byBeNeShuZc1Bqzj4go4z,https://api.spotify.com/v1/audio-analysis/1byBeNeShuZc1Bqzj4go4z,217152,3,6
0.571,0.786,9,-6.786,1,0.0341,0.287,0.0,0.709,0.661,119.788,audio_features,101iy0A0T20E8D8Gi1HLiR,spotify:track:101iy0A0T20E8D8Gi1HLiR,https://api.spotify.com/v1/tracks/101iy0A0T20E8D8Gi1HLiR,https://api.spotify.com/v1/audio-analysis/101iy0A0T20E8D8Gi1HLiR,279549,4,9
0.71,0.0649,0,-21.866,0,0.0334,0.913,0.0376,0.0815,0.0358,97.03,audio_features,5NJDKSPr94aUWvbqbYOnbC,spotify:track:5NJDKSPr94aUWvbqbYOnbC,https://api.spotify.com/v1/tracks/5NJDKSPr94aUWvbqbYOnbC,https://api.spotify.com/v1/audio-analysis/5NJDKSPr94aUWvbqbYOnbC,314017,4,7
0.798,0.508,9,-8.095,0,0.0419,0.848,8.02e-06,0.278,0.726,147.889,audio_features,4Ws3XGU2IhopEToo1Pbfhe,spotify:track:4Ws3XGU2IhopEToo1Pbfhe,https://api.spotify.com/v1/tracks/4Ws3XGU2IhopEToo1Pbfhe,https://api.spotify.com/v1/audio-analysis/4Ws3XGU2IhopEToo1Pbfhe,148073,3,2
0.871,0.411,8,-11.328,1,0.0506,0.605,0.0955,0.0901,0.568,119.999,audio_features,1b7lSjhfrNSArn5oEnnhBl,spotify:track:1b7lSjhfrNSArn5oEnnhBl,https://api.spotify.com/v1/tracks/1b7lSjhfrNSArn5oEnnhBl,https://api.spotify.com/v1/audio-analysis/1b7lSjhfrNSArn5oEnnhBl,297560,4,6
0.346,0.895,11,-9.421,0,0.0617,0.00144,0.622,0.276,0.405,133.907,audio_features,65nXkfAzUN1xzxvZRQcj01,spotify:track:65nXkfAzUN1xzxvZRQcj01,https://api.spotify.com/v1/tracks/65nXkfAzUN1xzxvZRQcj01,https://api.spotify.com/v1/audio-analysis/65nXkfAzUN1xzxvZRQcj01,263667,4,1
0.81,0.909,5,-4.932,0,0.0475,0.00906,0.0607,0.0657,0.88,127.975,audio_features,7lVSH43kHkcgpLf6ndHZ35,spotify:track:7lVSH43kHkcgpLf6ndHZ35,https://api.spotify.com/v1/tracks/7lVSH43kHkcgpLf6ndHZ35,https://api.spotify.com/v1/audio-analysis/7lVSH43kHkcgpLf6ndHZ35,184687,4,2
0.552,0.496,5,-11.25,0,0.0396,0.441,4.3e-06,0.0394,0.652,108.482,audio_features,6pxtYyPZ0bRGknKlughfXL,spotify:track:6pxtYyPZ0bRGknKlughfXL,https://api.spotify.com/v1/tracks/6pxtYyPZ0bRGknKlughfXL,https://api.spotify.com/v1/audio-analysis/6pxtYyPZ0bRGknKlughfXL,405853,4,2
0.607,0.649,7,-7.314,1,0.144,0.384,0.0497,0.272,0.695,84.487,audio_features,2iuIHOwj908eWQGCRfKw43,spotify:track:2iuIHOwj908eWQGCRfKw43,https://api.spotify.com/v1/tracks/2iuIHOwj908eWQGCRfKw43,https://api.spotify.com/v1/audio-analysis/2iuIHOwj908eWQGCRfKw43,254760,4,6
0.355,0.661,7,-8.139,1,0.111,0.176,0.0857,0.636,0.579,167.281,audio_features,1hRZUpohbhw2WUtWQo3K9x,spotify:track:1hRZUpohbhw2WUtWQo3K9x,https://api.spotify.com/v1/tracks/1hRZUpohbhw2WUtWQo3K9x,https://api.spotify.com/v1/audio-analysis/1hRZUpohbhw2WUtWQo3K9x,475373,3,9
0.427,0.859,9,-7.75,1,0.0481,0.292,0.0145,0.653,0.659,129.416,audio_features,1dHbbVavyIt9zI3QCsKOiE,spotify:track:1dHbbVavyIt9zI3QCsKOiE,https://api.spotify.com/v1/tracks/1dHbbVavyIt9zI3QCsKOiE,https://api.spotify.com/v1/audio-analysis/1dHbbVavyIt9zI3QCsKOiE,293813,4,9
0.357,0.415,5,-22.816,1,0.11,0.987,0.875,0.72,0.712,120.577,audio_features,1ohdfMF3Jw9IysbkKte555,spotify:track:1ohdfMF3Jw9IysbkKte555,https://api.spotify.com/v1/tracks/1ohdfMF3Jw9IysbkKte555,https://api.spotify.com/v1/audio-analysis/1ohdfMF3Jw9IysbkKte555,108904,4,5
0.476,0.612,9,-7.01,1,0.0335,0.287,0.000252,0.0877,0.909,177.233,audio_features,03By6gD02qhtvIQiK8KidK,spotify:track:03By6gD02qhtvIQiK8KidK,https://api.spotify.com/v1/tracks/03By6gD02qhtvIQiK8KidK,https://api.spotify.com/v1/audio-analysis/03By6gD02qhtvIQiK8KidK,212427,4,6
0.485,0.948,2,-3.07,0,0.0444,0.0124,0.067,0.983,0.431,121.991,audio_features,5uuAMmzwF28uqPMVC8D4tm,spotify:track:5uuAMmzwF28uqPMVC8D4tm,https://api.spotify.com/v1/tracks/5uuAMmzwF28uqPMVC8D4tm,https://api.spotify.com/v1/audio-analysis/5uuAMmzwF28uqPMVC8D4tm,267800,4,9
0.0676,0.21,4,-29.314,0,0.0886,0.809,0.897,0.0872,0.039,75.267,audio_features,4uiYbSb9a0jbNctHif2j4w,spotify:track:4uiYbSb9a0jbNctHif2j4w,https://api.spotify.com/v1/tracks/4uiYbSb9a0jbNctHif2j4w,https://api.spotify.com/v1/audio-analysis/4uiYbSb9a0jbNctHif2j4w,2558287,3,8
0.642,0.244,5,-18.363,1,0.0579,0.979,0.801,0.0677,0.287,115.926,audio_features,6vPAyXcWMZ6RukWjIlctJ0,spotify:track:6vPAyXcWMZ6RukWjIlctJ0,https://api.spotify.com/v1/tracks/6vPAyXcWMZ6RukWjIlctJ0,https://api.spotify.com/v1/audio-analysis/6vPAyXcWMZ6RukWjIlctJ0,108760,4,5
0.33,0.648,4,-7.779,0,0.0408,1.47e-05,0.753,0.106,0.441,117.899,audio_features,2YhD7njJ7Rc2pJrZzg8edP,spotify:track:2YhD7njJ7Rc2pJrZzg8edP,https://api.spotify.com/v1/tracks/2YhD7njJ7Rc2pJrZzg8edP,https://api.spotify.com/v1/audio-analysis/2YhD7njJ7Rc2pJrZzg8edP,678320,4,1
0.456,0.993,4,0.662,0,0.545,0.0572,0.0011,0.698,0.172,76.334,audio_features,2MN7IMJJf1uanHSUnPG2tc,spotify:track:2MN7IMJJf1uanHSUnPG2tc,https://api.spotify.com/v1/tracks/2MN7IMJJf1uanHSUnPG2tc,https://api.spotify.com/v1/audio-analysis/2MN7IMJJf1uanHSUnPG2tc,192000,4,4
0.416,0.475,9,-14.02,0,0.0567,0.662,0.845,0.093,0.241,123.13,audio_features,5Hysf3EeF2IVGRgFmrxwQv,spotify:track:5Hysf3EeF2IVGRgFmrxwQv,https://api.spotify.com/v1/tracks/5Hysf3EeF2IVGRgFmrxwQv,https://api.spotify.com/v1/audio-analysis/5Hysf3EeF2IVGRgFmrxwQv,1306686,4,8
0.68,0.82,4,-4.197,0,0.151,0.0614,0.0,0.597,0.243,140.029,audio_features,33xM3SLxNLpZxbvxOzBbew,spotify:track:33xM3SLxNLpZxbvxOzBbew,https://api.spotify.com/v1/tracks/33xM3SLxNLpZxbvxOzBbew,https://api.spotify.com/v1/audio-analysis/33xM3SLxNLpZxbvxOzBbew,234653,4,9
0.37,0.458,2,-7.08,1,0.0261,0.0478,0.653,0.1,0.344,93.09,audio_features,6B0i25yplIica4ETjpuJt0,spotify:track:6B0i25yplIica4ETjpuJt0,https://api.spotify.com/v1/tracks/6B0i25yplIica4ETjpuJt0,https://api.spotify.com/v1/audio-analysis/6B0i25yplIica4ETjpuJt0,424387,4,1
0.583,0.127,2,-23.324,1,0.0314,0.987,0.945,0.0863,0.335,74.284,audio_features,7CG9gpxCSdSufK7H0p7WzR,spotify:track:7CG9gpxCSdSufK7H0p7WzR,https://api.spotify.com/v1/tracks/7CG9gpxCSdSufK7H0p7WzR,https://api.spotify.com/v1/audio-analysis/7CG9gpxCSdSufK7H0p7WzR,125650,4,5
0.249,0.961,2,-6.374,0,0.0518,1.77e-05,0.145,0.3,0.263,144.634,audio_features,3b8m19cflalH4j2QbfqdBU,spotify:track:3b8m19cflalH4j2QbfqdBU,https://api.spotify.com/v1/tracks/3b8m19cflalH4j2QbfqdBU,https://api.spotify.com/v1/audio-analysis/3b8m19cflalH4j2QbfqdBU,163800,4,0
0.188,0.952,0,-4.499,1,0.201,0.00138,0.000856,0.381,0.152,155.973,audio_features,2pONuBYwWrNm9jcJH6hmPc,spotify:track:2pONuBYwWrNm9jcJH6hmPc,https://api.spotify.com/v1/tracks/2pONuBYwWrNm9jcJH6hmPc,https://api.spotify.com/v1/audio-analysis/2pONuBYwWrNm9jcJH6hmPc,283467,4,0
0.0876,0.761,1,-8.889,1,0.06,0.0417,0.258,0.236,0.162,86.679,audio_features,5kvDU77IQ0Yn4qCspGIL9A,spotify:track:5kvDU77IQ0Yn4qCspGIL9A,https://api.spotify.com/v1/tracks/5kvDU77IQ0Yn4qCspGIL9A,https://api.spotify.com/v1/audio-analysis/5kvDU77IQ0Yn4qCspGIL9A,196333,5,1
0.211,0.965,0,-5.234,1,0.064,2.61e-05,0.022,0.12,0.541,144.215,audio_features,7wX2SQmPu7IdlIioH5IjVT,spotify:track:7wX2SQmPu7IdlIioH5IjVT,https://api.spotify.com/v1/tracks/7wX2SQmPu7IdlIioH5IjVT,https://api.spotify.com/v1/audio-analysis/7wX2SQmPu7IdlIioH5IjVT,258600,4,0
0.262,0.893,9,-6.089,1,0.081,0.00384,0.00169,0.587,0.314,125.815,audio_features,0yFgZaTCUWATec8BV3XpsU,spotify:track:0yFgZaTCUWATec8BV3XpsU,https://api.spotify.com/v1/tracks/0yFgZaTCUWATec8BV3XpsU,https://api.spotify.com/v1/audio-analysis/0yFgZaTCUWATec8BV3XpsU,256000,4,9
0.425,0.681,1,-6.899,0,0.0312,0.000657,0.0125,0.354,0.434,109.452,audio_features,7yPwtVq6ymjnMCahQBrFgV,spotify:track:7yPwtVq6ymjnMCahQBrFgV,https://api.spotify.com/v1/tracks/7yPwtVq6ymjnMCahQBrFgV,https://api.spotify.com/v1/audio-analysis/7yPwtVq6ymjnMCahQBrFgV,316707,4,2
0.179,0.988,11,-10.985,1,0.066,2.04e-05,0.871,0.335,0.0381,131.631,audio_features,5F4sp8ZFyd049ft7xWdJ4V,spotify:track:5F4sp8ZFyd049ft7xWdJ4V,https://api.spotify.com/v1/tracks/5F4sp8ZFyd049ft7xWdJ4V,https://api.spotify.com/v1/audio-analysis/5F4sp8ZFyd049ft7xWdJ4V,232027,3,1
0.414,0.697,6,-8.12,1,0.0315,0.00572,0.000664,0.251,0.337,142.127,audio_features,2JPgqQuuOprW8STXRRugMW,spotify:track:2JPgqQuuOprW8STXRRugMW,https://api.spotify.com/v1/tracks/2JPgqQuuOprW8STXRRugMW,https://api.spotify.com/v1/audio-analysis/2JPgqQuuOprW8STXRRugMW,334587,4,0
0.327,0.856,7,-5.78,1,0.047,0.000117,0.459,0.0787,0.499,128.728,audio_features,0XMGiSM0sOsu0NOAmhGeos,spotify:track:0XMGiSM0sOsu0NOAmhGeos,https://api.spotify.com/v1/tracks/0XMGiSM0sOsu0NOAmhGeos,https://api.spotify.com/v1/audio-analysis/0XMGiSM0sOsu0NOAmhGeos,343000,3,0
0.948,0.415,1,-7.737,1,0.459,0.182,2.11e-06,0.123,0.529,129.986,audio_features,6YiUcbImIcqz0CMGJEaIum,spotify:track:6YiUcbImIcqz0CMGJEaIum,https://api.spotify.com/v1/tracks/6YiUcbImIcqz0CMGJEaIum,https://api.spotify.com/v1/audio-analysis/6YiUcbImIcqz0CMGJEaIum,132761,4,4
0.756,0.68,10,-5.486,0,0.0579,0.000634,0.605,0.263,0.495,126.031,audio_features,1FnoasAl6Byq3mdo5fCkhH,spotify:track:1FnoasAl6Byq3mdo5fCkhH,https://api.spotify.com/v1/tracks/1FnoasAl6Byq3mdo5fCkhH,https://api.spotify.com/v1/audio-analysis/1FnoasAl6Byq3mdo5fCkhH,310836,4,2
0.638,0.47,6,-8.904,0,0.381,0.862,0.0,0.109,0.482,111.778,audio_features,1bK03ss9a8va8QoxJPedwt,spotify:track:1bK03ss9a8va8QoxJPedwt,https://api.spotify.com/v1/tracks/1bK03ss9a8va8QoxJPedwt,https://api.spotify.com/v1/audio-analysis/1bK03ss9a8va8QoxJPedwt,257867,4,4
0.172,0.451,10,-34.313,0,0.0779,0.91,0.825,0.112,0.0344,139.094,audio_features,5oFzhMtV6BO1uDGZeAyYar,spotify:track:5oFzhMtV6BO1uDGZeAyYar,https://api.spotify.com/v1/tracks/5oFzhMtV6BO1uDGZeAyYar,https://api.spotify.com/v1/audio-analysis/5oFzhMtV6BO1uDGZeAyYar,189984,3,5
0.177,0.374,2,-7.704,1,0.0373,0.964,0.115,0.376,0.0549,71.969,audio_features,0BJ7kGjNh3IcR8s0MFc9L8,spotify:track:0BJ7kGjNh3IcR8s0MFc9L8,https://api.spotify.com/v1/tracks/0BJ7kGjNh3IcR8s0MFc9L8,https://api.spotify.com/v1/audio-analysis/0BJ7kGjNh3IcR8s0MFc9L8,199598,3,7
0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,audio_features,1ytCra0qH6gcHnCVQwREvu,spotify:track:1ytCra0qH6gcHnCVQwREvu,https://api.spotify.com/v1/tracks/1ytCra0qH6gcHnCVQwREvu,https://api.spotify.com/v1/audio-analysis/1ytCra0qH6gcHnCVQwREvu,167796,4,7
0.791,0.218,4,-16.653,0,0.0954,0.484,0.459,0.0927,0.711,123.005,audio_features,53ts6goB1OVuOuIUzi73M0,spotify:track:53ts6goB1OVuOuIUzi73M0,https://api.spotify.com/v1/tracks/53ts6goB1OVuOuIUzi73M0,https://api.spotify.com/v1/audio-analysis/53ts6goB1OVuOuIUzi73M0,192200,4,2
0.144,0.39,2,-10.418,1,0.0415,0.774,0.00921,0.979,0.176,85.093,audio_features,0sc95TAN1KA9Uzn5pBWmk3,spotify:track:0sc95TAN1KA9Uzn5pBWmk3,https://api.spotify.com/v1/tracks/0sc95TAN1KA9Uzn5pBWmk3,https://api.spotify.com/v1/audio-analysis/0sc95TAN1KA9Uzn5pBWmk3,177333,5,9
0.609,0.258,5,-21.193,0,0.041,0.965,0.939,0.109,0.766,109.989,audio_features,6zQIGzWLBo3k7Y3QGO3iQz,spotify:track:6zQIGzWLBo3k7Y3QGO3iQz,https://api.spotify.com/v1/tracks/6zQIGzWLBo3k7Y3QGO3iQz,https://api.spotify.com/v1/audio-analysis/6zQIGzWLBo3k7Y3QGO3iQz,88163,4,5
0.481,0.141,1,-13.283,0,0.0738,0.978,1.38e-05,0.099,0.143,95.666,audio_features,5UzX4pwv6RzCWrBsr1iylF,spotify:track:5UzX4pwv6RzCWrBsr1iylF,https://api.spotify.com/v1/tracks/5UzX4pwv6RzCWrBsr1iylF,https://api.spotify.com/v1/audio-analysis/5UzX4pwv6RzCWrBsr1iylF,98626,3,7
0.948,0.874,11,-8.185,1,0.158,0.579,0.47,0.156,0.963,112.171,audio_features,6ID6ocPSSoxFLRi24vDCQQ,spotify:track:6ID6ocPSSoxFLRi24vDCQQ,https://api.spotify.com/v1/tracks/6ID6ocPSSoxFLRi24vDCQQ,https://api.spotify.com/v1/audio-analysis/6ID6ocPSSoxFLRi24vDCQQ,163840,4,6
0.529,0.599,7,-8.514,1,0.198,0.456,3.95e-05,0.0982,0.379,172.989,audio_features,4iSAie2rSzPdrqmjmlU7JH,spotify:track:4iSAie2rSzPdrqmjmlU7JH,https://api.spotify.com/v1/tracks/4iSAie2rSzPdrqmjmlU7JH,https://api.spotify.com/v1/audio-analysis/4iSAie2rSzPdrqmjmlU7JH,208535,4,0
0.397,0.693,8,-5.132,1,0.0316,0.358,0.0,0.124,0.554,72.16,audio_features,0Sf4pZm9YRcKkc2IOPOfyh,spotify:track:0Sf4pZm9YRcKkc2IOPOfyh,https://api.spotify.com/v1/tracks/0Sf4pZm9YRcKkc2IOPOfyh,https://api.spotify.com/v1/audio-analysis/0Sf4pZm9YRcKkc2IOPOfyh,205547,4,6
0.48,0.805,1,-13.677,1,0.0596,0.000179,0.628,0.0727,0.222,101.761,audio_features,3dpmxKHfMvgbfWpgpte4xa,spotify:track:3dpmxKHfMvgbfWpgpte4xa,https://api.spotify.com/v1/tracks/3dpmxKHfMvgbfWpgpte4xa,https://api.spotify.com/v1/audio-analysis/3dpmxKHfMvgbfWpgpte4xa,168067,4,1
0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,audio_features,0mO6oS60RST2sWmN2FKknP,spotify:track:0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/tracks/0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/audio-analysis/0mO6oS60RST2sWmN2FKknP,432560,4,6
0.395,0.508,10,-4.66,1,0.0274,0.106,2.77e-06,0.287,0.202,143.45,audio_features,7DNM5E7QCOLbSl6Ri6HsA5,spotify:track:7DNM5E7QCOLbSl6Ri6HsA5,https://api.spotify.com/v1/tracks/7DNM5E7QCOLbSl6Ri6HsA5,https://api.spotify.com/v1/audio-analysis/7DNM5E7QCOLbSl6Ri6HsA5,271000,3,0
0.691,0.973,2,-3.586,1,0.048,0.126,0.0,0.101,0.783,143.961,audio_features,5FaRfiNLdSzV3eRh8GZmdC,spotify:track:5FaRfiNLdSzV3eRh8GZmdC,https://api.spotify.com/v1/tracks/5FaRfiNLdSzV3eRh8GZmdC,https://api.spotify.com/v1/audio-analysis/5FaRfiNLdSzV3eRh8GZmdC,231533,4,6
0.712,0.114,4,-8.528,1,0.0341,0.912,0.0,0.111,0.164,95.916,audio_features,10Vi70qwzQZl368agIrauR,spotify:track:10Vi70qwzQZl368agIrauR,https://api.spotify.com/v1/tracks/10Vi70qwzQZl368agIrauR,https://api.spotify.com/v1/audio-analysis/10Vi70qwzQZl368agIrauR,290410,4,7
0.468,0.0539,7,-22.409,1,0.0385,0.975,0.857,0.096,0.353,155.493,audio_features,0hkggLFXJ3gkVim7xDsM7Y,spotify:track:0hkggLFXJ3gkVim7xDsM7Y,https://api.spotify.com/v1/tracks/0hkggLFXJ3gkVim7xDsM7Y,https://api.spotify.com/v1/audio-analysis/0hkggLFXJ3gkVim7xDsM7Y,258267,4,5
0.329,0.368,5,-14.124,1,0.0333,0.714,0.0026,0.112,0.375,165.963,audio_features,57GfKwny69x61eU3oKwcbP,spotify:track:57GfKwny69x61eU3oKwcbP,https://api.spotify.com/v1/tracks/57GfKwny69x61eU3oKwcbP,https://api.spotify.com/v1/audio-analysis/57GfKwny69x61eU3oKwcbP,204640,4,7
0.632,0.946,9,-9.228,0,0.0347,0.31,0.951,0.196,0.965,122.172,audio_features,4kNsSbFHp9M5SM3CMBOf2K,spotify:track:4kNsSbFHp9M5SM3CMBOf2K,https://api.spotify.com/v1/tracks/4kNsSbFHp9M5SM3CMBOf2K,https://api.spotify.com/v1/audio-analysis/4kNsSbFHp9M5SM3CMBOf2K,223133,4,2
0.616,0.78,9,-5.835,0,0.0419,0.165,0.0,0.732,0.584,130.992,audio_features,40rrkglp1sokaceerU6IGk,spotify:track:40rrkglp1sokaceerU6IGk,https://api.spotify.com/v1/tracks/40rrkglp1sokaceerU6IGk,https://api.spotify.com/v1/audio-analysis/40rrkglp1sokaceerU6IGk,268592,4,9
0.134,0.909,6,-5.728,0,0.0695,0.846,0.652,0.112,0.48,93.381,audio_features,0cMcXGo2rvfjhgcDG9ThTA,spotify:track:0cMcXGo2rvfjhgcDG9ThTA,https://api.spotify.com/v1/tracks/0cMcXGo2rvfjhgcDG9ThTA,https://api.spotify.com/v1/audio-analysis/0cMcXGo2rvfjhgcDG9ThTA,234253,4,1
0.8,0.404,9,-11.254,0,0.241,0.611,0.0,0.196,0.481,109.533,audio_features,1nRci61MS4j9InhNZXcHle,spotify:track:1nRci61MS4j9InhNZXcHle,https://api.spotify.com/v1/tracks/1nRci61MS4j9InhNZXcHle,https://api.spotify.com/v1/audio-analysis/1nRci61MS4j9InhNZXcHle,106501,4,4
0.837,0.777,2,-8.022,1,0.0459,0.604,0.684,0.0718,0.931,102.031,audio_features,5hQ0UJTIP8tEU6opB9RsKs,spotify:track:5hQ0UJTIP8tEU6opB9RsKs,https://api.spotify.com/v1/tracks/5hQ0UJTIP8tEU6opB9RsKs,https://api.spotify.com/v1/audio-analysis/5hQ0UJTIP8tEU6opB9RsKs,190114,4,6
